Classification Keywords,"Keep (Yes, No, Discussion)",Title,Consider (Y/N/T),,Unnamed: 2,Cites,Authors,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Query,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,acc1,acc2,acc5,acc20,hA
"Adversarial, Robust",Discussion,A Theoretical Framework for Robustness of (Deep) Classifiers against Adversarial Samples,T,1299,179,39.0,"Beilun Wang, Ji Gao, Yanjun Qi",2016.0,,,,,180.0,2022-07-13 09:22:57,,,,,,,,,39,6.5,13.0,3.0,6.0,"Most machine learning classifiers, including deep neural networks, are vulnerable to adversarial examples. Such inputs are typically generated by adding small but purposeful modifications that lead to incorrect outputs while imperceptible to human eyes. The goal of this paper is not to introduce a single method, but to make theoretical steps towards fully understanding adversarial examples. By using concepts from topology, our theoretical analysis brings forth the key reasons why an adversarial example can fool a classifier ($f_1$) and adds its oracle ($f_2$, like human eyes) in such analysis. By investigating the topological relationship between two (pseudo)metric spaces corresponding to predictor $f_1$ and oracle $f_2$, we develop necessary and sufficient conditions that can determine if $f_1$ is always robust (strong-robust) against adversarial examples according to $f_2$. Interestingly our theorems indicate that just one unnecessary feature can make $f_1$ not strong-robust, and the right feature representation learning is the key to getting a classifier that is both accurate and strong-robust.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,A closer look at accuracy vs. robustness,T,1399,42,101.0,"YY Yang, C Rashtchian, H Zhang…",2020.0,Advances in neural …,proceedings.neurips.cc,https://proceedings.neurips.cc/paper/2020/hash/61d77652c97ef636343742fc3dcf3ba9-Abstract.html,https://scholar.google.com/scholar?cites=13806860877256503450&as_sdt=2005&sciodt=2007&hl=en,43.0,2022-07-12 13:44:06,,,,,,,,,101,50.5,25.0,4.0,2.0,… tradeoff between robustness and accuracy. Through extensive experiments with robustness methods… We conclude that achieving robustness and accuracy in practice may require using …,https://proceedings.neurips.cc/paper/2020/file/61d77652c97ef636343742fc3dcf3ba9-Paper.pdf,https://scholar.google.com/scholar?q=related:mrAc5NDSm78J:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22accuracy%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Human-in-the-loop, Robustness",Discussion,A design of human-like robust AI machines in object identification,T,1650,80,2.0,"BG Hu, WM Dong",2021.0,arXiv preprint arXiv:2101.02327,arxiv.org,https://arxiv.org/abs/2101.02327,https://scholar.google.com/scholar?cites=9702152657709385728&as_sdt=2005&sciodt=2007&hl=en,81.0,2022-07-12 13:35:23,,,,,,,,,2,2.0,1.0,2.0,1.0,"… human-like robustness which is defined in the next section. … on a condition that human knowledge is increasingly evolved, … as a new mathematical problem in artificial intelligence: A …",https://arxiv.org/pdf/2101.02327,https://scholar.google.com/scholar?q=related:AEhhH3D4pIYJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22human+knowledge%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robust, Adversarial, Definition",Discussion,A formalization of robustness for deep neural networks,T,1734,45,22.0,"T Dreossi, S Ghosh, A Sangiovanni-Vincentelli…",2019.0,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1903.10033,https://scholar.google.com/scholar?cites=15949946496000437284&as_sdt=2005&sciodt=2007&hl=en,46.0,2022-07-13 08:56:29,,,,,,,,,22,7.33,6.0,4.0,3.0,"… with black-box access, but no prior knowledge of an … Towards evaluating the robustness of neural networks … Proceedings of the 10th ACM Workshop on Artificial Intelligence and Security …",https://arxiv.org/pdf/1903.10033,https://scholar.google.com/scholar?q=related:JKyX6NSXWd0J:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22knowledge%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adversarial,Discussion,A frequency perspective of adversarial robustness,T,1763,159,1.0,"SR Maiya, M Ehrlich, V Agarwal, SN Lim…",2021.0,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2111.00861,https://scholar.google.com/scholar?cites=1567869082805871992&as_sdt=2005&sciodt=2007&hl=en,160.0,2022-07-12 11:49:54,,,,,,,,,1,1.0,0.0,5.0,1.0,"… there is an initial increase in robustness followed by a steep fall. … robustness for this dataset, which is not achieved when λ values are high. We also observe a steep fall in robustness for …",https://arxiv.org/pdf/2111.00861,https://scholar.google.com/scholar?q=related:eCX2tp8wwhUJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22explanation%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Explainability, Robust",Discussion,A sensitivity analysis of different machine learning methods,T,2860,79,0.0,P Frolov,2021.0,,essay.utwente.nl,http://essay.utwente.nl/87354/,,74.0,2022-07-13 09:27:33,,,,,,,,,0,0.0,0.0,1.0,1.0,… of models to provide explainability of these so… of explainability about the robustness of the models. This paper provides insight into the robustness and explainability of machine learning …,http://essay.utwente.nl/87354/1/frolov_BA_EEMCS.pdf,https://scholar.google.com/scholar?q=related:8Tf5TvJ5xdcJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22explainability%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robust, Explainability",Discussion,A simple defense against adversarial attacks on heatmap explanations,T,2878,44,8.0,"Laura Rieger, L. K. Hansen",2020.0,,,,,45.0,2022-07-13 09:38:01,,,,,,,,,8,4.0,4.0,2.0,2.0,"With machine learning models being used for more sensitive applications, we rely on interpretability methods to prove that no discriminating attributes were used for classification. A potential concern is the so-called ""fair-washing"" - manipulating a model such that the features used in reality are hidden and more innocuous features are shown to be important instead.  In our work we present an effective defence against such adversarial attacks on neural networks. By a simple aggregation of multiple explanation methods, the network becomes robust against manipulation. This holds even when the attacker has exact knowledge of the model weights and the explanation methods used.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,A snapshot of the frontiers of fairness in machine learning,T,2897,73,174.0,"A Chouldechova, A Roth",2020.0,Communications of the ACM,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3376898,https://scholar.google.com/scholar?cites=7767120674623003391&as_sdt=2005&sciodt=2007&hl=en,68.0,2022-07-14 10:15:05,,10.1145/3376898,,,,,,,174,87.0,87.0,2.0,2.0,"… in studying fairness and machine learning. “Fairness and transparency” transformed from a … long term dynamics, but do not provide robust guidance for how to navigate them. More work …",https://dl.acm.org/doi/pdf/10.1145/3376898,https://scholar.google.com/scholar?q=related:_xp_AhpbymsJ:scholar.google.com/&scioq=%22robust%22+%22machine+learning%22+%22transparency%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,A survey of robust optimization based machine learning with special reference to support vector machines,T,3006,33,12.0,"M Singla, D Ghosh, KK Shukla",2020.0,International Journal of Machine Learning …,Springer,https://link.springer.com/article/10.1007/s13042-019-01044-y,https://scholar.google.com/scholar?cites=11597975356411426874&as_sdt=2005&sciodt=2007&hl=en,34.0,2022-07-14 09:57:23,,10.1007/s13042-019-01044-y,,,,,,,12,6.0,4.0,3.0,2.0,"… of developments in the field of robust optimization in machine learning (ML) in general and … have discussed how robust optimization has entered in the field of machine learning. Here, …",https://scholar.google.com/scholar?output=instlink&q=info:OjijUCNJ9KAJ:scholar.google.com/&hl=en&as_sdt=2007&scillfp=9683870497194338450&oi=lle,https://scholar.google.com/scholar?q=related:OjijUCNJ9KAJ:scholar.google.com/&scioq=%22robust%22+%22machine+learning%22+%22explanation%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,A survey on machine learning adversarial attacks,T,3035,114,11.0,FL de Mello,2020.0,Journal of Information Security and Cryptography …,enigma.unb.br,https://enigma.unb.br/index.php/enigma/article/view/76/0,https://scholar.google.com/scholar?cites=6950932009942812563&as_sdt=2005&sciodt=2007&hl=en,144.0,2022-07-13 09:41:18,,,,,,,,,11,5.5,11.0,1.0,2.0,"… machine learning system. Therefore, it is important to provide robustness to machine learning … be used in all types of attack scenarios to design a robust artificial intelligence system. This …",https://enigma.unb.br/index.php/enigma/article/viewFile/76/57,https://scholar.google.com/scholar?q=related:k4eI3tWrdmAJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22design%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,A taxonomy and survey of attacks against machine learning,T,3098,132,111.0,"N Pitropakis, E Panaousis, T Giannetsos…",2019.0,Computer Science …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1574013718303289?casa_token=29gPV0IONtgAAAAA:O-DlCdVC6Ji8zvWPdDLWgjsditJAJhv-jTXmUOYhtGq3JQk7B2PvHBxgvsM2MV7qV4tvXW3YkqM,https://scholar.google.com/scholar?cites=13554181296362162152&as_sdt=2005&sciodt=2007&hl=en,120.0,2022-07-13 10:32:22,HTML,,,,,,,,111,37.0,28.0,4.0,3.0,"… improve the resilience of their mechanisms against adversarial machine learning by adopting … the robustness of a classifier against adversarial examples, something that they achieve. …",https://www.sciencedirect.com/science/article/pii/S1574013718303289?casa_token=29gPV0IONtgAAAAA:O-DlCdVC6Ji8zvWPdDLWgjsditJAJhv-jTXmUOYhtGq3JQk7B2PvHBxgvsM2MV7qV4tvXW3YkqM,https://scholar.google.com/scholar?q=related:6AfpbhMgGrwJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22resilience%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,A unified view on differential privacy and robustness to adversarial examples,T,3145,148,9.0,"Rafael Pinot, F. Yger, C. Gouy-Pailler, J. Atif",2019.0,,,,,149.0,2022-07-13 09:22:57,,,,,,,,,9,3.0,2.0,4.0,3.0,"This short note highlights some links between two lines of research within the emerging topic of trustworthy machine learning: differential privacy and robustness to adversarial examples. By abstracting the definitions of both notions, we show that they build upon the same theoretical ground and hence results obtained so far in one domain can be transferred to the other. More precisely, our analysis is based on two key elements: probabilistic mappings (also called randomized algorithms in the differential privacy community), and the Renyi divergence which subsumes a large family of divergences. We first generalize the definition of robustness against adversarial examples to encompass probabilistic mappings. Then we observe that Renyi-differential privacy (a generalization of differential privacy recently proposed in~\cite{Mironov2017RenyiDP}) and our definition of robustness share several similarities. We finally discuss how can both communities benefit from this connection to transfer technical tools from one research field to the other.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,"AI, Explainability and Public Reason: The Argument from the Limitations of the Human Mind",T,3246,172,2.0,J Maclure,2021.0,Minds and Machines,Springer,https://link.springer.com/article/10.1007/s11023-021-09570-x,https://scholar.google.com/scholar?cites=6187189206582244564&as_sdt=2005&sciodt=2007&hl=en,173.0,2022-07-14 09:50:02,HTML,10.1007/s11023-021-09570-x,,,,,,,2,2.0,2.0,1.0,1.0,"… Machine learning-based AI algorithms lack transparency. In this article, I offer an interpretation of AI’s explainability … epistemically more robust and to criticize them when they fail us. …",https://link.springer.com/article/10.1007/s11023-021-09570-x,https://scholar.google.com/scholar?q=related:1DR3YM1P3VUJ:scholar.google.com/&scioq=%22robust%22+%22machine+learning%22+%22explainability%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,"Accountability in an Algorithmic Society: Relationality, Responsibility, and Robustness in Machine Learning",T,3467,5,0.0,A.F. Cooper,2022.0,ACM International Conference Proceeding Series,,,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132993105&origin=inward,6.0,2022-07-12 16:25:03,Conference Paper,10.1145/3531146.3533150,,https://api.elsevier.com/content/abstract/scopus_id/85132993105,,,864.0,876.0,0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adversarial, Robust, Deep Learning",Discussion,"Accurate, reliable and fast robustness evaluation",T,3559,114,14.0,W. Brendel,2019.0,Advances in Neural Information Processing Systems,,,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081380479&origin=inward,115.0,2022-07-12 16:26:13,Conference Paper,,1049-5258,https://api.elsevier.com/content/abstract/scopus_id/85081380479,32.0,,,,14,5.07,14.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adversarial,Discussion,Addressing Adversarial Attacks Against Security Systems Based on Machine Learning,T,3984,75,0.0,"Giovanni Apruzzese, Michele Colajanni, Luca Ferretti, Mirco Marchetti",2019.0,2019 11th International Conference On Cyber Conflict (Cycon): Silent Battle,,,,76.0,2022-07-14 16:09:52,Proceedings Paper,,2325-5366,,,,383.0,400.0,0,0.0,0.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,"Adversarial Attacks and Defenses in Images, Graphs and Text: A Review",T,4131,17,0.0,"Han Xu, Yao Ma, Hao-Chen Liu, Debayan Deb, Hui Liu, Ji-Liang Tang, Anil K. Jain",2020.0,International Journal Of Automation And Computing,,,,18.0,2022-07-13 13:06:07,Review,10.1007/s11633-019-1211-x,1476-8186,,17.0,2.0,151.0,178.0,0,0.0,0.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Discussion,Adversarial Attacks on Deep-learning Models in Natural Language Processing,T,4137,8,95.0,W.E. Zhang,2020.0,ACM Transactions on Intelligent Systems and Technology,,,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085502874&origin=inward,9.0,2022-07-12 16:30:36,Review,10.1145/3374217,2157-6904,https://api.elsevier.com/content/abstract/scopus_id/85085502874,11.0,3.0,,,95,47.5,95.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adversarial,Discussion,Adversarial Machine Learning And Speech Emotion Recognition: Utilizing Generative Adversarial Networks For Robustness,T,4220,35,29.0,"S. Latif, R. Rana, Junaid Qadir",2018.0,,,,,36.0,2022-07-13 09:22:57,,,,,,,,,29,7.25,10.0,3.0,4.0,"Deep learning has undoubtedly offered tremendous improvements in the performance of state-of-the-art speech emotion recognition (SER) systems. However, recent research on adversarial examples poses enormous challenges on the robustness of SER systems by showing the susceptibility of deep neural networks to adversarial examples as they rely only on small and imperceptible perturbations. In this study, we evaluate how adversarial examples can be used to attack SER systems and propose the first black-box adversarial attack on SER systems. We also explore potential defenses including adversarial training and generative adversarial network (GAN) to enhance robustness. Experimental evaluations suggest various interesting aspects of the effective utilization of adversarial examples useful for achieving robustness for SER systems opening up opportunities for researchers to further innovate in this space.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Explainability, Adversarial",Discussion,Adversarial Machine Learning and Explainability,T,4225,87,0.0,"L Gianfagna, A Di Cecco",2021.0,Explainable AI with Python,Springer,https://link.springer.com/chapter/10.1007/978-3-030-68640-6_7,,99.0,2022-07-13 09:27:33,,10.1007/978-3-030-68640-6_7,,,,,,,0,0.0,0.0,2.0,1.0,"… For our purpose, it is important to get a deep connection between XAI and feature robustness. … AE: robustness of the model against AE helps XAI, and XAI helps defending against AE. …",,https://scholar.google.com/scholar?q=related:gvBYc6UGhQwJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22explainability%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adversarial,Discussion,Adversarial Robustness in Deep Learning: From Practices to Theories,T,4271,70,0.0,"H Xu, Y Li, X Liu, W Wang, J Tang",2021.0,Proceedings of the 27th ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3447548.3470812?casa_token=2TsLY9Vb-icAAAAA:f9MqGtsphB228y8DuHoANsdcv-n0MZ6dIFJbw04Mm2O0kUD3-sZq4FinGAfdNlQv-GIOZ6VDRFpHjw,,175.0,2022-07-13 09:41:18,,10.1145/3447548.3470812,,,,,,,0,0.0,0.0,5.0,1.0,"… Particularly, we talk about how attackers design different types of attacking algorithms … talk about different countermeasures which protect machine learning models against adversarial …",https://dl.acm.org/doi/pdf/10.1145/3447548.3470812?casa_token=0qXCXJOoUFYAAAAA:3CapHrRNSY2XreLAoHemXrrFORKH8sb25RSJTsCtsf-dQspSi0T5ITk8hbbB_xTtQu0LmyFsxLD43w,https://scholar.google.com/scholar?q=related:cZ4WStG3CXIJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22design%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adversarial,Discussion,"Adversarial Robustness of Deep Learning: Theory, Algorithms, and Applications",T,4274,18,1.0,W. Ruan,2021.0,"International Conference on Information and Knowledge Management, Proceedings",,,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119200462&origin=inward,19.0,2022-07-12 16:29:40,Conference Paper,10.1145/3459637.3482029,,https://api.elsevier.com/content/abstract/scopus_id/85119200462,,,4866.0,4869.0,1,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adversarial,Discussion,Adversarial Robustness with Non-uniform Perturbations,T,4301,78,5.0,"Ece Naz Erdemir, Jeffrey Bickford, Luca Melis, Sergül Aydöre",2021.0,,,,,79.0,2022-07-13 09:22:57,,,,,,,,,5,5.0,1.0,4.0,1.0,"Robustness of machine learning models is critical for security related applications, where real-world adversaries are uniquely focused on evading neural network based detectors. Prior work mainly focus on crafting adversarial examples (AEs) with small uniform norm-bounded perturbations across features to maintain the requirement of imperceptibility. However, uniform perturbations do not result in realistic AEs in domains such as malware, finance, and social networks. For these types of applications, features typically have some semantically meaningful dependencies. The key idea of our proposed approach is to enable non-uniform perturbations that can adequately represent these feature dependencies during adversarial training. We propose using characteristics of the empirical data distribution, both on correlations between the features and the importance of the features themselves. Using experimental datasets for malware classification, credit risk prediction, and spam detection, we show that our approach is more robust to real-world attacks. Finally, we present robustness certification utilizing non-uniform perturbation bounds, and show that non-uniform bounds achieve better certification.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
